,Conf.,Zipfian s,Mean,Std. dev,Graph 0,Graph 1,Graph 2,Graph 3,Graph 4,Graph 5,Graph 6,Graph 7,Graph 8,Graph 9
0,1,0.5,0.0038041446205653398,0.0006187102709041648,0.0039913137672525,0.0048652423841169,0.0032988384010281,0.0033103969167997,0.0039332937364208,0.0038755954862023,0.0026627005376679,0.0045485490829513,0.0041570548211044,0.0033984610721095
1,2,1.0,0.006754293910087352,0.0014785333470667245,0.0062482240165557,0.0074960502821734,0.0066805057709423,0.0086204835729906,0.0079370711284825,0.0042056173817888,0.0051530927962353,0.005135783630929,0.0088133100510706,0.0072528004697053
2,3,1.5,0.011833098727477941,0.004805963504211514,0.0094391561492433,0.0082085704771191,0.0117233637235454,0.0081660543760229,0.0159537049877881,0.0182432654669199,0.0121117994284357,0.0052576389297025,0.0082184930178798,0.0210089407181227
3,4,2.0,0.014239504093420641,0.01186267222934666,0.0036120956374954,0.0286134693122816,0.0043254065817282,0.0036380305548897,0.0206832067133089,0.0043312781422397,0.030243667414981,0.0029846288631177,0.0111507477708261,0.0328125099433381
4,5,2.5,0.00436083529379526,0.0037958023211603215,0.0080662929536994,0.0131773191067441,0.0048227324737356,0.0010682615990312,0.0066736288300091,0.001215055602987,0.0012019960398995,0.0043607039814275,0.0012856902274465,0.0017366721229727
5,6,3.0,0.00183233346771743,0.0007233022204894613,0.0024329764851025,0.0013979573537451,0.0019105314404717,0.0019864806094192,0.0009940325386965,0.0010001610928746,0.0012380879177874,0.0022167991667928,0.003483785391044,0.0016625226812405
6,7,3.5,0.0017436051446587798,0.0007098651691597553,0.0024175135959348,0.0014328671152659,0.0013381669391558,0.0028491214661176,0.000718746609404,0.0013669802372011,0.0029656620404493,0.0017658521459929,0.001341798334297,0.0012393429627694
7,8,4.0,0.0016608205113212802,0.0006340840251902424,0.0022366890391879,0.0012806647761199,0.0016808876009741,0.0009777288101266,0.0009956451317487,0.0032204475306519,0.0017461630686117,0.0014391555446743,0.0017432986056708,0.0012875250054469
