,Conf.,Zipfian s,Mean MR,Std. dev. MR,Mean MRR,Std. dev. MRR,Mean Hits@1,Std. dev. Hits@1,Mean Hits@10,Std. dev. Hits@10,Mean Hits@100,Std. dev. Hits@100
0,1,0.5,5252.028200000001,1087.2994592239343,0.00448488342901792,0.0008386247947882827,0.001,0.0005477225575051661,0.008700000000000001,0.0020396078054371143,0.052000000000000005,0.005049752469181041
1,2,1.0,4729.950999999999,1006.4851004921534,0.00609603452628518,0.00106463840926077,0.0012000000000000001,0.0005099019513592786,0.013599999999999998,0.0035411862419251544,0.056499999999999995,0.004549725266430929
2,3,1.5,3875.9841,664.6712650737506,0.01756178100900744,0.009708514890540431,0.008400000000000001,0.006643794096749236,0.0326,0.013979985693841035,0.10800000000000001,0.03872337795182646
3,4,2.0,4043.0729,114.26472377921375,0.02429178123659142,0.008755805823901583,0.014600000000000002,0.0071930522033417784,0.040299999999999996,0.012262136844775465,0.1307,0.02069927534963482
4,5,2.5,6673.078100000001,1614.1764628994376,0.00596462180444374,0.002276813832649316,0.0027999999999999995,0.0009273618495495703,0.0097,0.004365775990588615,0.0392,0.018203296404772404
5,6,3.0,8643.0117,2039.2470282488732,0.00259594701095512,0.0012343827133015736,0.0006000000000000001,0.0005830951894845301,0.0046,0.002395829710142188,0.024900000000000002,0.010960839383915816
6,7,3.5,8845.5591,1916.0144880344565,0.00169928642564678,0.0006560564790618298,0.0002,0.00024494897427831784,0.0029,0.0012409673645990857,0.0188,0.0036138621999185308
7,8,4.0,8206.0926,1926.2704759063663,0.00159147855378308,0.00041684781452341706,0.0002,0.0004,0.0018000000000000002,0.0008717797887081348,0.020300000000000002,0.003203123475609393
