,Conf.,Zipfian s,TransE,DistMult,ComplEx
0,1,0.5,0.0006500000000000001,0.00025,0.00030000000000000003
1,2,1.0,0.0014000000000000002,0.00045000000000000004,0.0004
2,3,1.5,0.0034500000000000004,0.0029500000000000004,0.0035000000000000005
3,4,2.0,0.008000000000000002,0.0129,0.013600000000000001
4,5,2.5,0.0016,0.0014500000000000003,0.00125
5,6,3.0,0.0002,0.0001,0.00015000000000000001
6,7,3.5,0.00035,0.00015000000000000001,0.00030000000000000003
7,8,4.0,0.00025,0.00015000000000000001,0.00015000000000000001
