,Conf.,Zipfian s,TransE,DistMult,ComplEx
0,1,0.5,0.007550000000000001,0.00115,0.0008
1,2,1.0,0.015250000000000003,0.0018000000000000002,0.0018500000000000003
2,3,1.5,0.0269,0.008,0.007300000000000001
3,4,2.0,0.023850000000000003,0.0177,0.0182
4,5,2.5,0.007650000000000001,0.0023,0.0024500000000000004
5,6,3.0,0.0026000000000000003,0.0007000000000000001,0.00075
6,7,3.5,0.0025499999999999997,0.0004,0.00115
7,8,4.0,0.002,0.0007500000000000001,0.0004
