,Conf.,Zipfian s,Mean Rank,Mean Reciprocal Rank,Hits@1,Hits@10,Hits@100
0,1,0.5,5252.028200000001,0.00448488342901792,0.001,0.008700000000000001,0.052000000000000005
1,2,1.0,4729.950999999999,0.00609603452628518,0.0012000000000000001,0.013599999999999998,0.056499999999999995
2,3,1.5,3875.9841,0.01756178100900744,0.008400000000000001,0.0326,0.10800000000000001
3,4,2.0,4043.0729,0.02429178123659142,0.014600000000000002,0.040299999999999996,0.1307
4,5,2.5,6673.078100000001,0.00596462180444374,0.0027999999999999995,0.0097,0.0392
5,6,3.0,8643.0117,0.00259594701095512,0.0006000000000000001,0.0046,0.024900000000000002
6,7,3.5,8845.5591,0.00169928642564678,0.0002,0.0029,0.0188
7,8,4.0,8206.0926,0.00159147855378308,0.0002,0.0018000000000000002,0.020300000000000002
