,Conf.,Zipfian s,TransE,DistMult,ComplEx
0,1,0.5,0.008700000000000001,0.0008,0.0013000000000000002
1,2,1.0,0.013599999999999998,0.00030000000000000003,0.0011
2,3,1.5,0.0326,0.009700000000000002,0.0078
3,4,2.0,0.040299999999999996,0.015600000000000003,0.016100000000000003
4,5,2.5,0.0097,0.0062,0.006900000000000001
5,6,3.0,0.0046,0.0007,0.0006000000000000001
6,7,3.5,0.0029,0.0006000000000000001,0.0004
7,8,4.0,0.0018000000000000002,0.0013000000000000002,0.0009000000000000001
